,Layer1,Layer2,Layer3,Layer4,Layer5,Layer6,Layer7,Layer8,Layer9,Layer10,Layer11,Layer12,Layer13,Layer14,Layer15,Layer16,Layer17,Layer18,Layer19,Layer20,Layer21,Layer22,Layer23,Layer24,Layer25,Layer26,Layer27,Layer28,Layer29,Layer30,Layer31,Layer32,Layer33,Layer34,Layer35,Layer36,Layer37,Layer38,Layer39,Layer40,Beam Energy,Particle,Layer At Peak Value_1-28,Layer At Peak Value_29-40,Energy At Peak Value_1-28,Energy At Peak Value_28_40
450,1.1318,0.926617,0.957255,1.84332,0.983548,1.19935,12.1278,3.53695,0.951266,1.09094,1.44762,2.33983,3.03936,2.24104,1.45995,1.15486,0.864842,0.995013,18.2865,1.04576,2.31816,0.741663,0.899895,0.794337,0.962492,1.79526,3.85362,2.41652,4.43211,3.90355,2.56753,2.39938,11.6215,8.29702,15.2632,7.46591,8.09501,2.7662,1.47259,1.48088,200,muon,19,7,18.2865,15.2632
451,0.0,0.0,0.0,0.0,0.562332,0.0,0.0,0.0,0.0,0.0,0.0,1.00341,0.0,0.0,0.0,0.0,0.0,0.0,12.5724,0.0,0.0,0.0,0.0,1.61003,2.26603,0.980065,2.45588,1.50626,3.53274,6.89276,4.23799,3.01233,12.2699,8.92567,13.5275,5.9523,8.19404,1.15806,0.0,0.0,200,muon,19,7,12.5724,13.5275
452,0.992069,5.3374,1.33813,1.5186,1.43668,2.75994,1.10396,0.709198,1.00274,1.00337,1.02559,3.91969,0.857747,0.96345,0.877557,0.838291,1.1453,1.39923,0.714979,0.0,2.19389,1.03873,1.07608,1.03438,1.24643,1.29808,6.11189,2.63151,4.06392,2.42421,12.2025,3.24712,11.2174,11.2333,6.7244,6.81944,9.0939,0.685631,1.50007,1.6105,200,muon,27,3,6.11189,12.2025
453,2.10487,1.06965,0.773048,1.13368,1.03483,1.15219,0.856684,1.01255,1.83028,1.81703,1.29444,1.75301,1.04549,0.529148,7.86485,0.766231,4.55929,2.51012,22.1231,12.2945,13.911,21.9661,9.55898,16.7731,8.12361,3.37618,11.6493,3.89799,5.01562,7.21527,4.44823,3.01926,4.74887,7.42324,14.32,0.891363,11.6091,3.25438,1.02077,5.09458,200,muon,19,7,22.1231,14.32
454,0.930623,4.83308,1.37389,5.44694,0.895732,1.02251,3.14837,0.980649,2.30614,1.35864,0.942486,2.48711,2.65407,1.10581,0.682037,2.71962,1.86419,1.26855,1.27315,1.88756,3.23933,1.06096,1.09606,0.937284,0.79829,0.991051,3.83052,1.43972,9.5698,10.8404,8.72594,4.79373,16.2045,4.44073,9.40296,14.0061,4.37982,1.44447,0.802146,4.06456,200,muon,4,5,5.44694,16.2045
455,2.36529,4.04916,12.6289,35.3429,59.06,102.019,141.24,252.193,186.014,159.162,229.59,196.064,210.369,175.369,114.885,98.6485,92.9038,33.0542,65.6556,39.2168,8.42685,8.55832,2.89029,4.00181,9.24584,2.30262,5.74363,2.32068,13.9926,3.24003,2.68179,0.0,10.7602,6.15985,13.8497,20.0013,7.36519,0.835972,1.37007,1.11061,200,muon,8,8,252.193,20.0013
456,1.0579,2.16964,1.03541,0.836232,4.74871,1.24819,1.88367,0.856184,1.54269,0.867844,0.936878,0.581337,4.12954,1.06911,1.34187,3.69836,2.92951,0.896395,0.768857,0.95807,1.00895,0.0,1.39066,1.29918,1.8646,2.25479,4.60096,2.97414,0.87064,3.25621,5.01337,8.37438,14.1478,7.95666,4.22137,3.5235,7.22111,2.08354,0.0,4.44537,200,muon,5,5,4.74871,14.1478
457,1.08769,1.05396,1.20295,2.39055,4.61965,0.0,1.41075,0.787397,4.46998,1.44228,1.01391,5.17706,0.994922,1.98557,1.34397,0.882137,1.2028,1.1907,19.6384,0.979352,1.08104,1.27296,0.976784,0.914844,1.21858,2.57736,2.14032,2.9981,4.26884,13.1342,16.4064,0.908342,13.6215,10.8944,13.379,6.8369,11.0479,1.57461,0.665026,1.78858,200,muon,19,3,19.6384,16.4064
458,1.48862,2.29199,1.58809,2.03809,3.95163,0.987254,11.3099,1.43846,1.1455,0.753053,4.51747,0.0,2.05437,0.725397,1.17796,0.902146,1.50951,0.662368,0.856163,0.824092,1.44071,0.0,1.09582,0.962507,0.981671,2.30833,3.47895,3.78149,4.18665,14.6449,2.72967,4.74951,18.3262,6.57121,7.12005,5.17065,6.6464,1.9196,0.946026,1.47446,200,muon,7,5,11.3099,18.3262
459,0.832723,8.41039,1.16399,0.827087,1.80534,1.20519,1.28376,0.782729,1.33104,1.67815,0.8597,1.95481,1.38027,1.42203,1.3869,1.10399,1.35996,1.0189,12.1462,0.943183,2.14328,1.16377,1.33443,0.959056,2.53852,2.71872,3.23115,3.15061,4.14295,4.7579,3.66519,9.28682,0.755085,7.42003,12.8372,7.96586,6.18173,2.26584,1.1762,1.2871,200,muon,19,7,12.1462,12.8372
460,1.43159,3.47088,1.6741,1.05476,0.949642,0.0,7.4136,2.94275,1.14736,3.34046,2.2743,0.867815,1.20406,1.38917,1.35655,2.50474,1.34267,1.67997,1.09929,0.936132,2.59206,1.46624,1.32829,1.63803,1.50227,0.976724,6.02148,1.10804,3.14181,0.974023,3.09687,2.7992,12.8122,4.82961,11.409,9.79862,7.54871,0.920534,0.931558,1.14743,200,muon,7,5,7.4136,12.8122
461,1.14551,0.910123,1.66562,1.05564,1.47995,0.0,0.711596,1.95268,4.05105,1.63357,0.831063,1.34696,0.894437,0.632169,1.06631,0.0,1.999,0.977671,14.026,0.971707,1.15596,0.93015,0.854107,1.23931,3.36964,2.04464,4.21864,4.02692,2.99555,6.5688,4.16902,2.84418,11.8268,21.4627,11.6416,2.55577,5.54526,2.23085,2.31537,1.82984,200,muon,19,6,14.026,21.4627
462,0.730962,1.92284,0.93934,0.855023,1.1898,1.05771,0.896438,4.02232,2.37283,1.13951,0.830252,4.17642,2.24191,2.72649,3.60905,3.21178,1.70749,1.19932,0.941379,0.732851,1.23276,1.01709,0.958291,2.30313,1.88601,1.85838,2.3739,3.5072,2.90878,4.32224,28.6413,6.91513,13.4977,9.70582,7.11337,12.0083,5.58808,3.08174,0.995361,2.37732,200,muon,12,3,4.17642,28.6413
463,4.50025,1.6576,1.10955,2.19859,1.21871,0.728242,10.3758,0.827312,0.772004,3.08673,6.06812,8.63519,1.26475,0.674033,1.29511,1.7243,1.44664,1.12939,12.8308,1.26073,2.21541,0.8918,1.17804,1.00676,1.10337,1.87101,3.87229,1.77096,3.808,2.88801,7.3605,6.37484,13.0837,12.8917,14.1115,11.5871,10.2062,0.0,0.0,0.0,200,muon,19,7,12.8308,14.1115
464,0.891726,5.30196,0.972336,0.990288,1.47915,1.58819,1.26213,0.996622,1.766,1.73099,1.24804,1.18138,1.24225,0.91462,0.967196,1.42512,1.42022,5.7547,1.4519,1.08355,1.30573,1.15857,0.727125,1.46302,1.28324,4.973,6.76988,19.7093,4.10615,2.74452,1.13517,5.24757,9.72209,11.6753,5.36736,6.25454,4.2264,3.19605,5.37481,2.38618,200,muon,28,6,19.7093,11.6753
465,1.51896,1.00848,0.965479,1.7041,1.17036,1.98959,1.10033,0.718981,1.16528,0.792889,1.07738,2.6737,2.74163,2.33832,1.45884,1.05975,4.9626,4.80587,13.5855,0.977784,1.24861,1.06049,0.948774,1.59979,2.7557,2.75997,2.95696,2.43705,3.90631,4.76486,4.49059,3.09995,12.5441,10.2006,17.5227,9.57419,6.87492,1.96135,1.00194,1.23122,200,muon,19,7,13.5855,17.5227
466,0.945885,3.04363,2.60068,1.17089,7.24109,6.47962,1.86711,0.720662,4.01478,1.15356,2.08519,1.04787,0.0,0.909456,2.07584,0.0,4.50124,0.910843,1.3248,1.32296,1.3549,1.1015,2.59504,0.901306,1.91178,1.74092,8.50215,1.73497,3.41552,4.02197,2.30204,5.65927,15.3864,7.42857,4.83693,6.54549,8.83551,3.16218,0.950209,1.3321,200,muon,27,5,8.50215,15.3864
467,3.96565,2.15485,1.14432,1.34333,0.960164,0.851087,0.824171,0.898369,1.60589,1.61331,2.75756,4.49562,1.25419,1.00957,0.976095,0.942114,3.23042,1.15833,1.0432,1.51845,0.940189,1.50843,1.10934,1.69214,2.24602,1.65623,3.95324,6.44367,3.00063,1.67893,1.10819,5.66868,7.40792,5.80534,5.91156,3.91108,8.70722,1.24255,0.0,0.786468,200,muon,28,9,6.44367,8.70722
468,1.58494,1.36242,1.05908,1.41622,1.25449,0.991713,7.89166,1.85549,1.49271,1.25138,1.17307,1.97793,0.946081,4.25855,1.05259,1.07252,1.04964,1.28293,17.1833,1.41315,0.829874,1.44311,1.18407,1.19544,6.24718,1.88898,2.59262,4.52457,253.893,210.692,323.157,286.597,237.993,244.816,205.633,47.4974,68.9767,31.7419,1.51125,3.02178,200,muon,19,3,17.1833,323.157
469,0.963549,2.15062,9.65624,0.830588,2.79411,1.01707,0.995568,4.62918,5.90714,3.77118,1.06172,1.73681,1.38585,1.06582,1.06191,0.791654,2.15422,1.00646,1.10413,1.1984,1.18234,1.1366,1.19234,1.14535,0.608848,1.07925,5.49799,3.0845,2.45728,3.71141,1.00073,3.34958,10.3605,7.81609,6.89544,5.91356,4.94127,2.14411,0.980757,2.3228,200,muon,3,5,9.65624,10.3605
470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05436,0.0,0.0,0.413478,0.0,0.0,0.0,0.0,0.0,12.9724,0.0,0.0,0.0,0.0,0.0,1.55184,1.2821,1.78123,3.42126,0.736477,3.3709,3.6286,2.25658,4.99221,6.15871,14.7371,8.11147,4.74977,1.82699,0.0,3.65548,200,muon,19,7,12.9724,14.7371
471,0.0,1.07882,0.0,0.449116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71259,0.0,0.0,0.0,0.0,0.571999,0.0,0.0,0.0,1.00897,2.60264,3.07334,0.97521,8.13596,7.09802,3.73986,16.3367,8.8467,6.32479,5.57024,5.16814,1.10652,0.0,1.15115,200,muon,28,5,3.07334,16.3367
472,0.0,0.0,0.0,0.811594,0.477226,0.0,1.32124,0.0,0.0,0.0,6.98743,1.78115,0.0,0.0,0.0,0.0,0.0,0.0,0.514424,0.0,1.03142,0.0,0.569036,0.0,0.0,0.0,3.40607,0.447299,6.43448,2.205,1.44083,4.18447,12.9744,4.90791,12.56,7.14909,9.19599,0.0,0.0,0.0,200,muon,11,5,6.98743,12.9744
473,79.4932,8.64785,15.3064,2.98271,12.1961,18.0624,19.7906,6.19515,1.15456,3.63185,5.64354,0.0,6.06416,0.0,0.972214,4.1623,0.479555,0.0,1.26565,0.0,0.0,0.0,0.0,0.478394,1.12229,0.782046,2.99621,1.02594,2.31309,7.22128,3.38064,6.21094,12.3811,6.11492,8.99828,5.5138,5.82748,1.20532,0.0,1.39179,200,muon,1,5,79.4932,12.3811
474,1.17646,1.79216,1.59895,1.38358,1.36067,0.926894,1.05274,1.07913,2.25903,0.967916,1.02828,0.838675,4.39037,1.09044,3.2402,1.00183,1.29701,2.06139,1.13712,3.12576,3.49167,1.21242,2.14917,0.757929,0.0,1.53666,2.66269,4.89412,6.55346,2.52054,0.937991,4.40096,15.2213,6.38647,8.66333,10.3984,3.2076,9.97014,0.751531,12.3021,200,muon,28,5,4.89412,15.2213
475,1.44752,1.00525,1.12097,2.59217,1.40903,1.05828,0.829532,4.54735,1.95636,1.43344,0.936144,2.42719,1.69598,1.25336,0.901415,1.45272,1.20073,1.62505,14.5039,0.971773,4.3448,3.35604,1.034,3.16202,5.53613,1.72989,2.68612,2.7266,2.83035,3.91687,4.37943,2.28357,9.49833,10.9608,13.8102,6.33279,8.19572,1.24938,0.0,0.455178,200,muon,19,7,14.5039,13.8102
476,0.819598,0.973314,0.766646,0.810917,0.981921,1.38717,1.95118,1.90783,0.647438,1.95742,1.12562,1.22845,3.48122,1.58872,1.0809,1.25923,1.9377,1.42003,13.0458,0.0,2.69321,0.987589,1.14666,1.33182,1.2743,1.12825,5.89437,2.54911,2.04042,1.73633,2.48057,3.26159,16.8299,5.61901,14.9103,10.4406,6.1015,0.987027,0.0,0.578857,200,muon,19,5,13.0458,16.8299
477,1.06615,2.50926,0.863249,1.56692,3.37569,0.685284,1.27745,1.14651,0.976652,1.78829,0.949212,1.03241,1.17999,0.819016,5.86098,1.08599,1.70917,3.17568,1.09409,1.07695,2.13551,2.09478,1.6103,0.826859,2.17284,1.87668,5.96019,1.73465,4.48951,4.7537,2.52671,11.7558,10.9812,7.20949,3.90729,4.12742,4.55723,3.64461,0.836318,3.62356,200,muon,27,4,5.96019,11.7558
478,1.19014,2.8724,1.81023,0.85575,1.60327,8.65774,0.79807,0.924299,8.44957,0.958422,1.19962,0.973892,0.891869,1.86874,0.934081,2.04394,0.735202,0.809375,3.50352,1.48085,2.26527,1.08973,1.46354,0.720806,0.717615,1.30031,5.02158,3.10428,4.30012,1.44202,2.39098,8.87475,16.7159,5.47221,6.46667,6.63016,4.14824,2.47272,0.0,0.0,200,muon,6,5,8.65774,16.7159
479,0.946282,2.47543,0.88419,1.01957,1.14225,0.966411,1.02909,0.998731,1.20302,0.938879,0.958431,1.25427,1.02855,2.20962,1.22368,2.80188,5.48132,1.00597,1.2562,1.09097,1.68533,1.16317,4.48838,1.06258,1.03319,1.23054,6.62624,2.8647,3.24306,3.96,4.18447,9.53311,14.9383,6.79458,21.5281,13.6845,5.36981,0.92534,1.25143,0.626296,200,muon,27,7,6.62624,21.5281
480,4.96578,0.820051,1.18445,3.10911,1.53329,3.35474,1.60956,1.20336,1.01836,0.828793,0.818118,2.49139,1.53799,1.72138,1.17302,0.865543,12.0586,0.913598,18.6787,0.994462,1.1329,0.954747,1.22398,0.811506,4.65117,1.89758,3.70345,2.76598,4.9896,19.461,511.588,1058.84,822.849,498.768,153.225,81.9994,25.9116,7.37282,10.6363,1.89214,200,muon,19,4,18.6787,1058.84
481,1.1037,0.969308,1.25664,0.914581,2.12257,1.027,0.0,0.940165,0.0,1.57712,0.860108,2.17088,1.57583,1.90905,1.02894,0.889064,2.53921,0.748799,14.1552,1.03854,1.7764,0.960131,0.829929,4.03565,2.6398,0.904459,3.7088,2.79305,2.74331,7.4199,4.55961,4.44244,4.83379,8.1028,12.9632,5.98983,3.06146,2.19829,1.31016,1.79097,200,muon,19,7,14.1552,12.9632
482,0.820166,2.92797,1.28445,1.50075,1.06699,1.32429,7.34716,0.836588,1.08316,1.59732,2.078,0.844014,1.79984,1.46635,0.971467,0.84416,1.01085,1.3433,1.29762,1.31923,1.90945,0.997073,1.08719,0.0,1.11326,3.08085,4.10068,3.24966,3.42037,4.06133,7.19047,8.28911,13.8242,7.32568,15.821,9.99722,6.38006,1.51378,14.4655,1.71382,200,muon,7,7,7.34716,15.821
483,1.54764,2.38821,1.2812,1.53203,1.13939,0.875807,0.95725,1.35389,0.803797,4.7955,0.82638,1.35618,2.82424,0.900549,1.95149,0.873352,1.7036,1.2081,1.01532,1.22316,1.37525,1.22705,1.98465,1.69498,3.43028,1.51276,4.44877,5.42827,1.20767,2.69804,3.96479,3.17062,7.63089,6.52444,7.75694,3.72715,7.31725,2.83304,2.60469,1.44643,200,muon,28,7,5.42827,7.75694
484,0.805052,1.15313,1.15976,2.28972,0.963135,1.67339,1.86234,1.42385,1.14346,1.00393,1.20001,2.47545,1.19776,2.0643,0.899126,1.16028,1.06011,0.79798,18.711,0.797415,5.19926,0.870579,0.875327,0.912388,1.39425,4.4126,16.2499,2.53681,5.08897,3.79608,7.48181,1.72811,13.0109,5.85283,14.432,10.0344,7.16349,3.02346,12.7746,1.11894,200,muon,19,7,18.711,14.432
485,0.984542,2.28152,1.03734,1.31102,2.87025,1.1244,0.929733,1.60836,0.935906,2.45342,1.26255,1.73334,2.68666,2.7222,1.3013,2.25768,1.08057,33.7005,1.44017,1.02482,0.847044,2.68109,1.38055,26.4474,1.30918,1.25457,5.58938,2.62151,3.06991,2.31473,1.42883,10.0601,10.3379,8.38718,2.95929,8.45044,4.69348,1.08742,0.810594,1.43503,200,muon,18,5,33.7005,10.3379
486,1.97893,2.17602,0.950405,1.33786,0.887717,1.39842,1.45917,0.601092,1.28033,1.13433,1.12524,0.782017,1.14884,1.4682,1.36561,2.38281,1.01212,0.92166,1.12333,1.28025,2.2288,1.18092,1.4756,0.852104,1.20938,2.21947,4.5807,4.90528,5.40224,2.63198,1.68066,6.38524,9.37219,5.5576,8.52357,9.71802,7.34377,3.95651,0.0,9.40154,200,muon,28,8,4.90528,9.71802
487,5.76636,0.677746,4.89246,4.66128,2.57624,0.817392,1.11512,1.00292,1.2798,1.82123,0.97766,2.22132,0.857282,2.12378,1.44942,2.51888,1.67442,1.51193,13.9489,0.945119,1.11393,1.00992,1.75985,1.92036,6.26186,4.39361,3.58519,3.93681,14.6914,5.14281,4.69679,3.94193,9.98832,7.187,13.0869,7.25917,8.0152,1.92736,5.03794,0.510946,200,muon,19,1,13.9489,14.6914
488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.821218,0.0,0.787763,2.05036,0.0,3.53597,10.9009,11.1591,6.55163,2.33689,13.3919,0.972873,1.71415,2.29041,4.39214,0.903429,7.75544,2.51592,5.02315,3.6483,3.27374,3.97809,4.60635,3.18232,8.77217,13.3386,12.8608,2.87841,3.55362,1.56933,1.18055,1.7651,200,muon,19,6,13.3919,13.3386
489,0.849761,0.904018,0.889796,2.82803,1.1278,0.950771,1.12414,1.18968,0.781364,0.842865,1.10534,2.07966,0.844931,1.32281,1.70534,0.848249,1.08706,2.333,13.7099,0.786478,1.393,1.18361,0.929241,1.03048,2.5818,2.92017,2.51921,6.326,2.97367,7.37196,4.84549,3.13326,3.75187,8.24989,11.6394,10.6536,5.43791,1.73503,11.8438,5.75702,200,muon,19,11,13.7099,11.8438
490,0.990417,0.0,0.658955,0.868013,1.70003,2.18948,1.01828,0.811163,1.44553,1.46109,1.02923,0.877087,1.19272,1.4197,0.938805,5.52424,14.4769,1.11179,14.4951,1.12569,1.47762,5.20159,0.780996,0.939689,2.02175,4.38798,8.25525,3.05725,2.17725,4.08413,6.10029,3.80155,9.00179,9.20713,7.3703,3.03948,1.69462,0.899607,0.0,0.859621,200,muon,19,6,14.4951,9.20713
491,1.60504,0.646503,4.24095,24.3605,15.1679,5.49686,4.21149,4.74576,9.45327,11.2579,6.26888,18.4883,7.01316,22.7716,4.05824,27.1242,11.5966,6.02291,13.1848,2.2034,4.32704,0.885177,1.05726,1.49495,4.67674,2.30269,2.58446,6.65539,4.31509,4.7589,3.37226,2.20609,10.7403,10.8828,15.9407,4.79199,9.76743,2.07951,1.14989,5.38033,200,muon,16,7,27.1242,15.9407
492,0.859404,2.11369,0.89308,0.828941,1.06913,0.973219,1.00643,1.06365,2.07839,4.8894,1.1844,1.13049,1.10622,1.16976,6.95701,1.22323,1.4699,1.18493,1.48175,2.0876,1.71231,0.902493,0.988538,1.01373,1.301,1.41249,4.13494,3.55081,3.26899,2.88546,2.79574,4.23139,9.50555,6.52838,7.45581,6.92267,4.07233,1.05832,0.0,0.734949,200,muon,15,5,6.95701,9.50555
493,1.03747,0.0,0.971486,0.944347,1.04537,1.01168,0.965006,2.20485,0.838396,0.775932,2.39738,1.01899,1.32419,1.38795,0.868759,3.78181,0.801669,2.34027,14.6218,18.305,1.13579,0.95404,1.74034,1.95311,3.18176,2.07618,4.3617,6.52392,1.84098,4.08414,74.6019,49.3641,50.6128,97.8044,127.046,285.196,178.52,51.338,14.6671,23.623,200,muon,20,8,18.305,285.196
494,0.0,0.59489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.859962,0.84797,0.0,0.877467,0.0,0.0,0.0,0.0,12.3078,0.0,0.0,0.0,0.0,0.0,1.59902,2.17809,1.25146,1.91028,2.7686,5.5063,4.75734,3.06466,7.12645,7.37175,12.2864,6.58621,7.50256,1.93048,1.18328,1.21491,200,muon,19,7,12.3078,12.2864
495,1.19195,8.26787,1.44395,2.55059,1.39701,1.16887,1.31133,2.76251,1.47829,1.07392,1.17501,0.727585,0.961527,1.00775,1.22043,1.17735,1.86514,1.25084,1.04613,4.73284,3.92536,20.0762,10.5909,5.28061,11.1392,1.99156,18.1977,5.31773,3.30592,1.28678,1.78293,3.83413,13.0258,6.40018,5.32122,12.8092,6.69577,1.37853,1.4905,1.00356,200,muon,22,5,20.0762,13.0258
496,1.18656,2.07798,2.14504,1.044,1.07986,0.801306,1.30868,1.59434,1.21086,2.19287,1.64993,1.21888,2.30645,0.899632,0.780463,0.0,3.66599,0.911391,1.15657,0.879579,3.07981,1.51177,0.734516,1.03651,4.89613,1.11131,4.78967,3.71055,2.4979,1.8787,2.10543,4.43904,16.3561,14.2466,11.632,11.6907,4.5246,1.06547,6.94639,2.38717,200,muon,25,5,4.89613,16.3561
497,1.05722,1.53828,1.05049,1.53319,3.63799,0.989049,1.75165,1.08433,0.978782,0.868786,2.74722,3.25507,1.5411,3.06493,0.757575,0.871463,2.2366,1.54291,12.344,1.12147,2.3517,0.800504,1.14042,2.06399,3.48062,1.87072,1.95092,1.85414,4.39379,5.23221,7.67177,1.43588,15.4256,7.69472,14.9043,22.063,8.79396,2.04097,1.23077,0.788855,200,muon,19,8,12.344,22.063
498,1.02478,2.87172,1.17401,1.45174,0.977608,1.57121,1.27423,0.778268,1.14304,0.92943,1.04985,1.22413,0.955645,1.2622,1.36871,0.834596,1.11581,0.980839,0.744348,2.5998,1.04511,3.44219,0.983372,2.12605,2.42908,0.873073,4.78901,7.70011,3.322,3.39993,2.07272,5.30894,9.7831,8.41551,6.44172,5.4196,6.38096,1.53922,0.0,0.472999,200,muon,28,5,7.70011,9.7831
499,0.0,1.99296,0.0,0.0,0.0,0.0,0.0,0.400594,0.888567,0.965983,0.814749,2.11515,15.8601,2.73964,1.07848,5.35077,3.10841,0.937955,13.1704,1.97877,1.5361,3.3202,0.595401,0.959896,1.98575,2.55241,5.76945,3.11681,1.76288,8.55228,4.38814,2.93734,13.06,9.46967,6.66241,1.52179,5.41592,1.95796,2.29558,1.90953,200,muon,13,5,15.8601,13.06
