,Layer1,Layer2,Layer3,Layer4,Layer5,Layer6,Layer7,Layer8,Layer9,Layer10,Layer11,Layer12,Layer13,Layer14,Layer15,Layer16,Layer17,Layer18,Layer19,Layer20,Layer21,Layer22,Layer23,Layer24,Layer25,Layer26,Layer27,Layer28,Layer29,Layer30,Layer31,Layer32,Layer33,Layer34,Layer35,Layer36,Layer37,Layer38,Layer39,Layer40,Beam Energy,Particle,Layer At Peak Value_1-28,Layer At Peak Value_29-40,Energy At Peak Value_1-28,Energy At Peak Value_28_40
77,110.229,230.288,613.134,873.517,1431.04,1829.71,2015.45,2205.72,3001.85,2154.14,2399.6,2039.63,1959.07,1441.81,1312.34,882.36,681.758,456.407,385.013,295.604,268.886,152.603,84.1348,111.355,62.6149,41.4155,34.1388,17.5715,8.29494,4.83804,0.771214,4.96657,6.36994,7.91925,4.48337,3.56381,5.40762,1.12411,0.0,0.0,300,ele,9,1,3001.85,8.29494
78,53.5088,145.515,473.847,899.52,1771.14,2081.62,2418.78,2446.21,2923.0,2309.42,2358.95,1853.85,1970.55,1293.88,1095.56,707.186,524.287,426.643,316.186,185.127,177.086,145.94,148.698,54.8356,63.4495,38.2406,37.8065,9.92145,34.4932,4.60242,7.38082,4.03549,3.3015,5.25131,4.3211,5.25013,25.1312,1.06653,0.0,0.0,300,ele,9,1,2923.0,34.4932
79,274.103,69.4494,302.415,658.748,1233.57,1745.56,2217.09,2224.45,2709.96,2344.53,2667.29,2200.64,2205.53,1441.1,1448.23,1063.1,890.863,683.293,454.01,288.644,286.572,162.97,112.389,79.8917,69.8986,50.0564,25.462,23.3274,13.7033,3.24956,3.30225,2.17655,4.47286,6.64047,4.73733,3.66502,4.84939,0.0,0.0,0.0,300,ele,9,1,2709.96,13.7033
80,384.857,151.412,335.051,395.429,752.169,1002.15,1210.2,1542.6,2032.52,2003.49,2507.6,2461.43,2422.75,2000.92,2049.29,1434.27,1174.0,861.569,742.232,448.529,322.373,252.755,178.868,132.194,103.125,42.1485,73.7845,32.2271,22.0226,4.95074,0.0,0.0,3.88068,8.45578,15.1191,8.51942,48.7403,0.0,0.0,0.0,300,ele,11,9,2507.6,48.7403
81,191.983,148.232,383.497,771.554,1529.39,2078.68,2365.3,2316.12,2926.59,2360.87,2697.64,1903.19,1890.03,1509.12,1381.41,964.407,910.724,516.427,534.32,219.279,205.867,163.803,87.5354,104.987,38.7508,27.8904,19.8471,11.1991,12.2882,18.8763,0.0,1.76443,7.2236,4.8014,12.9416,9.82271,3.12575,1.12309,0.0,0.0,300,ele,9,2,2926.59,18.8763
82,337.828,188.49,431.192,493.061,1031.44,1603.32,1859.5,1981.51,2876.34,2491.12,2591.94,2355.27,2625.26,1671.96,1772.54,1170.85,945.879,603.988,584.774,383.416,235.477,210.773,133.737,108.744,82.1264,8.1428,41.2783,23.2825,8.75786,5.41441,0.0,5.46746,13.2654,6.78314,3.53852,6.90704,3.35939,1.08844,0.0,0.859525,300,ele,9,5,2876.34,13.2654
83,154.926,148.977,403.8,655.26,1340.33,1569.03,2070.82,2136.76,2514.55,2021.81,2307.84,2080.99,2184.12,1603.06,1589.14,939.829,976.624,605.922,696.216,391.897,313.364,202.839,120.511,55.1529,98.6852,77.5318,67.0168,31.7602,29.981,3.50821,2.19782,13.3019,12.3055,9.40236,3.70507,4.02087,5.6202,1.22352,0.0,1.28219,300,ele,9,1,2514.55,29.981
84,30.4949,81.5481,343.656,573.006,965.329,1609.58,1887.54,2157.99,2702.38,2262.32,2424.27,1900.2,1937.78,1483.09,1649.48,1246.4,991.087,679.857,639.562,411.172,440.607,235.058,200.324,97.803,118.785,94.8522,59.9943,36.507,26.6531,9.14565,1.17084,2.56258,9.88417,7.98271,13.4277,8.4765,3.57705,1.51787,0.0,0.0,300,ele,9,1,2702.38,26.6531
85,139.988,298.565,857.277,1225.45,1808.74,2283.79,2514.14,2355.37,2613.12,1990.4,2156.48,1650.24,1621.25,1112.59,1178.25,615.015,704.218,414.358,399.853,251.441,221.804,134.805,120.542,59.0693,59.2863,40.4991,22.8388,17.9141,7.54025,1.90143,0.0,4.36467,12.9104,5.9212,2.88046,11.1044,4.31428,1.38925,0.0,0.0,300,ele,9,5,2613.12,12.9104
86,337.121,81.5321,239.965,603.69,1226.59,1786.01,2211.11,2336.7,2888.16,2157.44,2634.18,2033.48,2011.64,1431.82,1508.24,1022.6,857.642,592.407,529.691,297.215,230.353,165.419,83.2373,86.8853,79.9664,26.5874,37.9668,19.5086,16.2955,3.30039,12.1042,0.0,7.30467,3.86605,12.8092,7.99323,4.57411,0.0,0.0,0.0,300,ele,9,1,2888.16,16.2955
87,406.046,162.117,397.761,657.598,1275.25,1724.89,2086.94,2160.29,2695.84,2330.7,2663.13,2145.78,2251.17,1406.3,1435.17,1023.52,928.803,537.209,457.086,296.89,283.116,131.893,161.103,68.1588,66.6627,29.6827,35.6515,14.1506,27.1203,3.12534,3.90543,0.0,5.88084,8.92698,6.57964,8.20379,11.1169,0.0,0.0,0.0,300,ele,9,1,2695.84,27.1203
88,268.638,330.868,789.745,1030.88,1685.42,1761.44,1888.18,2042.71,2183.47,1824.42,1928.22,1429.37,1535.41,1138.84,1314.75,1165.13,1119.92,905.788,784.718,621.092,508.25,409.231,338.24,219.824,173.504,149.226,68.4069,61.241,16.5016,13.8763,1.39011,4.09396,6.46375,9.13851,4.32775,4.32904,36.1966,1.06739,0.0,0.352533,300,ele,9,9,2183.47,36.1966
89,337.637,196.799,476.578,733.06,1282.0,1816.26,2078.07,2368.11,2574.15,2165.53,2510.56,1928.38,2188.41,1385.92,1633.03,907.328,920.646,547.957,622.357,327.534,233.675,173.216,168.92,101.395,78.5215,68.4554,70.5197,25.3177,15.3455,6.66316,0.377278,0.743981,7.39997,6.73945,14.8357,8.88294,3.72204,1.36901,0.0,0.0,300,ele,9,1,2574.15,15.3455
90,159.509,104.776,418.215,777.487,1206.36,1866.0,2110.46,2338.22,2871.94,2108.9,2305.65,2008.56,1886.91,1666.08,1453.46,1028.59,1036.58,603.309,625.504,367.937,306.331,215.893,136.408,56.6968,94.6509,31.2701,28.0722,7.18134,19.8489,2.8104,3.88141,0.0,5.59421,3.89135,6.26159,7.06883,5.17817,0.0,0.0,0.0,300,ele,9,1,2871.94,19.8489
91,75.9795,218.892,477.177,813.01,1337.45,2096.56,2031.17,1987.5,2632.77,1968.08,2060.99,1924.85,2220.87,1511.34,1508.89,1236.37,1102.33,648.457,556.768,435.828,369.624,229.366,224.193,105.277,125.583,69.5332,37.6327,34.6784,19.9838,3.70448,8.97593,3.50788,12.7024,8.17013,9.86934,5.06647,2.94862,1.06712,0.0,0.0,300,ele,9,1,2632.77,19.9838
92,346.701,266.525,643.232,817.791,1567.8,2103.52,2383.51,2278.46,2944.32,2025.34,2392.06,1906.52,1778.67,1364.22,1283.87,768.46,859.291,526.482,506.553,283.863,237.768,154.565,126.719,80.6614,132.834,53.3102,24.8716,19.5075,29.4892,2.58032,7.22979,4.93423,12.752,4.54046,6.39612,11.5775,5.72214,0.909345,0.0,0.447066,300,ele,9,1,2944.32,29.4892
93,26.4714,90.9702,231.735,519.575,759.314,1234.02,1739.05,2014.94,2751.03,2281.06,2846.26,2371.68,2469.27,1630.53,1518.73,1095.22,1078.77,813.376,758.092,478.262,325.119,262.603,213.601,149.703,152.766,80.8145,63.2272,78.4868,25.9658,9.32417,0.870403,0.0,4.97688,7.48564,12.6281,15.7693,6.21908,0.0,0.0,0.0,300,ele,11,1,2846.26,25.9658
94,393.234,282.833,701.325,1055.28,1639.58,2072.93,2456.24,2080.48,2274.63,1864.74,2127.51,1526.69,1602.64,1212.69,1442.94,1071.5,1033.67,804.066,905.986,626.3,551.15,333.261,193.858,132.259,101.474,104.482,56.8185,45.6288,6.16188,6.58383,8.21375,4.49458,11.5085,9.0815,9.44136,11.5325,2.907,1.99944,0.0,0.0,300,ele,7,8,2456.24,11.5325
95,342.738,168.494,433.051,559.957,923.725,1249.0,1533.64,1548.81,2352.15,2021.62,2575.93,2542.25,2495.77,1837.36,1961.53,1486.94,1179.87,999.1,871.205,639.231,406.651,248.557,148.819,115.228,106.366,106.38,77.0627,15.3116,10.8641,3.55408,9.73743,1.89189,13.2116,5.40079,12.6656,12.2106,2.52251,0.996124,0.0,0.0,300,ele,11,5,2575.93,13.2116
96,273.515,119.175,261.709,507.903,994.152,1701.85,2044.38,2154.22,2880.52,2433.52,2912.86,2121.36,2377.98,1454.06,1433.62,1066.71,904.404,513.404,494.133,333.055,234.452,109.934,126.802,66.0796,81.9906,29.949,25.7694,8.75319,1.10703,1.73367,2.79724,7.39816,15.5824,7.9378,10.2972,13.273,2.99941,0.928987,0.0,1.75373,300,ele,11,5,2912.86,15.5824
97,201.569,123.95,441.959,617.961,1235.44,1672.4,1853.71,2103.05,2795.43,2174.08,2756.4,2262.2,2305.47,1514.68,1718.02,1108.62,939.941,647.126,556.497,292.607,196.556,138.796,114.328,58.5757,59.651,41.0561,32.8324,9.65369,9.23882,3.95517,3.02699,0.542507,11.4508,6.58168,15.3282,7.64502,1.46909,1.04018,0.0,0.0,300,ele,9,7,2795.43,15.3282
98,245.279,58.0398,243.759,439.854,866.672,1159.4,1554.33,1809.51,2405.05,1999.99,2218.45,2078.39,2372.58,1766.13,1984.46,1406.36,1428.0,985.944,871.129,644.184,499.586,218.237,209.493,221.744,84.3817,98.2351,70.0775,65.3113,34.8579,15.5585,0.495254,1.78834,15.0679,5.61876,14.093,9.21645,3.9178,0.88722,0.0,0.0,300,ele,9,1,2405.05,34.8579
99,100.013,298.191,682.864,900.058,1662.13,2391.28,2881.8,2443.63,3141.67,2556.53,2507.07,1813.78,1644.98,1179.61,994.77,657.672,563.856,413.095,355.0,157.269,82.0127,69.2841,51.6578,30.7473,74.095,12.0354,30.5373,3.89615,16.03,3.41592,2.66671,0.0,5.7023,5.03428,12.6076,7.25341,7.7362,0.0,0.0,0.0,300,ele,9,1,3141.67,16.03
200,10.1622,0.946763,1.03087,1.94278,1.82423,0.0,0.901514,1.19632,0.935954,1.47158,0.971201,0.82311,0.812945,1.21079,1.48417,0.991649,1.91677,1.09089,14.2785,2.00963,0.903196,0.803568,1.04378,0.986082,2.11638,1.92011,8.94249,10.4828,2.24796,2.58456,4.89099,4.54593,9.67211,12.0184,12.8776,5.94929,7.58923,0.891551,1.51583,1.78196,250,pion,19,7,14.2785,12.8776
201,59.2139,0.855535,2.78914,3.66949,54.8279,104.182,244.643,472.175,597.258,688.597,959.904,755.634,818.145,512.344,494.989,289.976,257.767,202.101,262.333,213.206,133.189,119.295,84.8196,107.944,81.7685,87.7154,66.1907,41.3695,346.54,392.574,426.464,369.591,258.135,206.06,49.7429,26.31,59.6264,8.27726,1.9155,3.34692,250,pion,11,3,959.904,426.464
202,2.10162,0.911259,2.4536,1.99616,0.822175,0.870737,0.996484,1.21243,1.01483,0.993751,7.6527,36.4652,83.6788,84.2493,112.55,98.7552,183.441,147.653,169.729,99.5172,99.6589,83.8396,39.157,58.4965,97.4438,96.3182,109.238,81.3771,52.9471,80.7228,104.312,153.306,147.261,409.647,488.639,580.79,401.386,123.078,41.1943,35.0853,250,pion,17,8,183.441,580.79
203,1.67654,2.08963,1.5328,2.01357,1.22342,25.4973,7.8039,21.3826,27.7556,196.186,195.677,267.636,490.796,640.333,886.785,877.82,984.602,903.605,1053.9,827.433,713.184,1179.21,492.695,538.18,570.651,374.156,369.379,300.714,247.577,151.268,68.2149,114.977,94.9584,127.473,72.5339,58.0299,14.4082,1.88955,0.942402,1.00617,250,pion,22,1,1179.21,247.577
204,4.24638,2.43896,1.32337,1.17379,0.85541,0.810175,5.8452,33.3261,69.9665,42.002,36.4999,56.377,68.7615,207.526,184.509,218.258,464.529,454.414,468.429,592.078,352.612,292.861,312.892,347.396,678.538,262.202,274.867,343.449,500.941,464.184,487.153,290.476,109.406,48.6956,33.8369,52.0115,91.0068,49.0803,0.0,0.437352,250,pion,25,1,678.538,500.941
205,35.5201,4.33094,1.02541,10.3707,97.8193,206.291,297.555,353.71,458.042,470.327,390.587,271.483,309.552,243.081,291.857,279.429,279.78,169.023,220.934,187.553,156.599,206.057,269.697,232.052,307.893,247.486,162.459,127.283,190.107,95.0598,173.389,163.888,127.132,91.883,65.7318,55.3611,32.0926,60.1583,92.3699,51.1358,250,pion,10,1,470.327,190.107
206,237.096,87.8644,117.752,194.345,253.151,304.191,308.801,250.365,248.977,201.577,229.78,184.255,160.136,142.487,197.906,368.637,344.245,270.788,291.816,746.882,1082.54,164.004,228.876,139.894,156.981,252.48,200.797,167.07,212.09,131.753,152.598,225.531,116.536,199.765,112.572,105.964,57.5485,6.41232,2.6896,0.977074,250,pion,21,4,1082.54,225.531
207,140.986,186.847,374.197,523.14,845.87,661.416,795.328,710.664,870.963,666.174,679.173,589.777,443.873,311.509,277.537,111.548,147.575,60.8988,83.8889,49.6921,76.6126,56.9763,56.4993,28.0376,60.7529,95.9428,253.778,143.18,189.468,122.815,189.825,107.151,33.3526,135.625,32.969,189.071,143.911,18.7499,5.51368,26.9204,250,pion,9,3,870.963,189.825
208,271.617,12.6577,25.4105,32.3762,118.523,139.503,228.94,371.331,432.796,465.739,465.13,457.242,351.458,356.877,382.303,285.308,286.666,226.543,165.747,100.635,104.768,62.5803,51.1653,150.238,185.188,306.648,409.884,443.923,371.42,235.587,263.084,362.366,411.751,84.5873,82.4751,126.991,52.7574,18.5936,26.0863,14.9958,250,pion,10,5,465.739,411.751
209,320.898,1.18345,1.52467,1.57769,0.872845,0.832701,3.58169,2.04159,1.11444,1.24017,1.49021,2.35514,3.95973,1.19798,1.04322,2.03791,11.8822,3.65448,37.8638,57.9181,57.3829,95.4728,234.827,161.224,185.905,168.689,189.087,325.507,273.865,321.694,174.086,329.505,545.808,570.806,356.192,247.587,154.389,41.6159,17.6618,22.6573,250,pion,28,6,325.507,570.806
210,300.408,3.78662,2.40953,1.78497,3.09835,5.0844,11.9339,70.458,81.2171,72.3278,91.1929,92.9848,63.6019,73.864,71.366,203.939,88.4105,76.5576,74.1212,82.4733,58.675,72.8462,108.136,79.3725,146.803,75.2599,67.634,43.2416,220.903,281.865,195.129,195.036,171.221,141.474,89.4343,183.831,141.812,119.047,257.845,143.159,250,pion,1,2,300.408,281.865
211,337.297,1.82164,36.1145,51.0083,263.379,304.865,394.368,382.72,506.913,545.923,759.602,642.411,660.76,564.31,502.889,529.062,575.247,344.814,322.535,286.393,209.858,181.082,142.143,115.553,248.632,240.996,128.495,70.6325,145.857,149.979,230.697,142.787,67.643,46.3457,27.6292,10.3434,18.1169,0.0,0.0,0.0,250,pion,11,3,759.602,230.697
212,291.327,2.2934,2.60458,0.811304,3.17636,1.17351,1.78443,1.60107,1.13349,1.03329,0.801459,7.66441,0.837216,0.963195,1.81377,0.655561,2.51899,1.02359,1.07869,3.30769,7.5857,1.80149,4.50926,0.824125,1.47396,1.89448,2.81997,1.9821,148.261,727.446,813.862,469.108,282.016,259.234,340.948,73.7709,161.892,115.342,35.6298,21.6685,250,pion,1,3,291.327,813.862
213,549.152,310.355,758.852,954.848,1466.71,1815.86,1877.21,1745.48,1690.74,1410.35,1421.44,1050.21,928.669,621.725,595.959,415.079,343.255,233.4,234.496,213.297,133.989,125.308,72.2363,32.6646,38.575,25.1238,20.3762,11.4474,63.57,170.775,147.963,97.945,45.2885,32.4209,33.1066,49.1294,7.37703,1.00219,0.0,0.0,250,pion,7,2,1877.21,170.775
214,5.77843,4.16436,4.03063,1.16701,1.09109,0.928108,0.738806,0.943963,2.7536,1.12705,1.08478,3.99605,3.8778,3.71861,1.49698,1.19744,7.18309,2.64399,0.641922,1.33384,0.795144,1.2931,0.829617,0.969286,4.18226,1.16857,3.10827,1.96654,4.44761,21.5699,13.0385,102.216,218.453,348.022,608.154,437.655,276.691,137.857,129.064,70.2198,250,pion,17,7,7.18309,608.154
215,13.7614,2.02166,3.31302,2.17491,1.14383,0.0,2.36813,1.16954,9.48614,5.17381,13.6354,10.9714,11.0252,8.28562,5.12344,15.6895,21.4897,7.63639,6.08817,2.47351,21.6769,1.632,5.78511,3.91745,4.86783,5.15771,36.8487,107.144,354.629,365.565,242.64,133.705,81.9667,95.2322,58.5338,81.2347,36.9947,8.69815,6.21706,2.29463,250,pion,28,2,107.144,365.565
216,32.3162,3.81331,2.30368,2.34156,0.815264,0.928073,4.58192,0.92328,1.08172,2.61366,1.29695,1.80474,0.878851,1.05557,0.968735,0.729847,0.910847,3.8487,4.7685,4.66768,9.94898,4.29516,6.44918,0.595101,3.39601,0.925239,5.96098,6.32014,440.248,107.048,156.437,182.176,329.498,165.006,550.44,481.401,193.11,52.2967,41.4503,139.149,250,pion,1,7,32.3162,550.44
217,233.811,2.17417,1.11755,0.937964,1.0211,1.75806,9.57012,1.00932,1.34362,0.657648,2.1905,4.98889,0.774624,1.63338,21.4044,59.0949,245.629,492.613,405.565,366.548,434.047,433.199,454.699,387.13,1137.56,363.598,472.446,373.042,324.233,262.741,135.998,186.953,113.553,130.246,130.97,99.4738,137.562,41.8764,20.3103,5.01267,250,pion,25,1,1137.56,324.233
218,132.967,4.34234,8.44112,6.38293,7.65995,2.58826,3.9699,2.81019,3.19929,2.98326,5.21761,23.7752,74.257,78.7939,94.6766,191.141,138.138,259.222,172.445,98.53,72.6795,53.033,70.3463,76.9179,81.2157,76.3197,130.684,97.6037,67.5965,135.182,60.0977,123.616,86.024,111.024,45.8389,154.496,123.962,19.0801,108.902,105.331,250,pion,18,8,259.222,154.496
219,6.42684,9.71194,21.6738,58.2483,29.7459,29.1562,27.9521,37.4286,25.4698,23.3365,20.5728,12.3183,9.83298,7.99033,2.36171,13.474,7.44961,3.86263,0.991116,1.68363,2.60887,1.16822,2.49291,1.14956,0.780299,2.26904,2.66451,3.2203,7.31045,11.2535,340.756,931.779,943.346,652.047,268.665,113.016,58.1175,6.2207,1.24697,1.01546,250,pion,4,5,58.2483,943.346
220,46.9047,2.31782,1.62849,2.57032,1.65079,0.987267,1.4107,2.33489,1.44853,1.28493,0.812163,1.00375,0.984393,1.01526,2.8636,0.696771,1.21347,1.08071,468.006,128.625,121.098,385.654,241.763,363.081,472.206,345.16,366.479,313.618,157.513,188.645,293.66,270.591,297.04,152.763,198.966,184.787,86.2636,8.92615,24.0145,39.8591,250,pion,25,5,472.206,297.04
221,91.6477,2.24809,4.86485,4.37848,4.68124,33.6512,114.632,293.275,693.21,769.631,1076.26,1218.04,1500.42,1295.52,1566.06,1373.92,1400.21,1101.32,1052.31,744.429,654.128,555.396,393.847,351.942,284.687,278.416,233.863,157.082,79.188,94.3615,119.791,104.613,112.854,63.8848,17.0565,30.9707,12.3005,1.81353,10.5674,1.55785,250,pion,15,3,1566.06,119.791
222,145.972,2.52376,1.0377,7.12148,20.0375,19.7843,57.1269,85.9954,122.618,173.785,175.988,267.318,534.829,490.035,620.806,398.546,418.358,450.578,486.123,290.999,236.775,200.208,231.084,227.282,252.197,223.16,290.71,229.859,182.109,124.172,209.421,70.7729,236.348,277.318,53.1808,41.0227,49.1811,15.7016,14.302,22.135,250,pion,15,6,620.806,277.318
223,325.093,9.97001,59.6932,43.286,118.87,267.03,326.639,350.93,436.684,509.769,495.424,471.737,576.994,487.139,474.744,388.596,443.519,319.789,390.84,220.583,178.783,221.353,139.932,116.505,114.121,81.6461,145.159,85.6299,160.633,347.163,311.479,245.412,128.328,57.6489,56.8317,330.109,72.3049,30.6137,34.6848,59.6576,250,pion,13,2,576.994,347.163
224,179.539,169.956,381.011,505.84,780.396,679.28,754.112,781.293,982.766,733.422,696.77,565.196,478.115,418.962,419.566,286.669,395.362,332.743,274.543,183.064,143.6,107.1,95.3002,72.0921,66.7947,102.909,220.726,104.838,160.055,62.6828,38.0123,35.3675,35.7576,19.6304,17.746,46.4805,112.958,133.448,60.9677,126.805,250,pion,9,1,982.766,160.055
225,263.654,1.03578,3.10463,0.882448,1.72767,3.12226,0.753102,2.62228,1.10065,3.61684,1.7883,1.44482,1.35229,2.05028,1.34531,0.0,1.14673,4.6594,14.5885,0.920231,1.01728,0.815672,1.70659,0.957936,2.5223,2.53432,5.54754,4.69738,0.792863,3.30355,1.53938,6.62811,13.5403,7.87522,10.9898,117.576,14.3772,5.15754,79.6032,349.304,250,pion,1,12,263.654,349.304
226,266.783,2.80871,1.2287,2.14979,1.09898,5.66003,0.811191,0.672026,1.31303,1.21314,1.24446,1.88329,9.41206,1.6395,5.22501,0.92925,1.22082,3.0942,6.89511,0.708228,1.59774,1.06463,3.36203,1.17171,1.07849,1.20168,3.61169,7.94465,10.3344,21.1266,499.488,954.573,1031.64,754.835,296.764,273.932,76.685,10.4435,0.900042,1.88722,250,pion,1,5,266.783,1031.64
227,336.657,2.19695,0.972966,2.66996,1.45334,0.949813,0.796121,1.64628,1.12262,2.46787,1.23784,1.5418,7.14676,1.02302,1.38136,1.14642,1.82783,1.31337,16.4477,0.736496,0.917461,11.4105,10.6887,22.4894,40.2195,41.6309,269.246,156.324,219.229,91.4775,153.5,306.909,415.297,309.058,245.635,274.804,208.976,124.444,230.713,249.477,250,pion,1,5,336.657,415.297
228,254.742,1.07599,1.03321,1.11565,2.05145,0.961991,0.0,0.775813,1.2923,0.908208,1.23535,0.79108,1.07171,0.705551,6.95896,0.98809,1.53129,1.16721,19.0758,1.36973,1.27205,2.98277,3.11364,6.43651,4.18717,2.10018,5.59506,1.93823,168.248,415.339,720.943,398.365,331.159,193.203,205.863,211.374,142.503,86.5698,86.2648,70.8484,250,pion,1,3,254.742,720.943
229,357.277,74.2334,96.5664,212.813,214.058,232.905,382.691,290.956,271.215,282.56,304.034,258.245,442.156,146.254,159.957,97.9499,555.956,111.43,147.414,218.475,577.989,213.911,135.59,286.612,343.963,422.266,408.05,388.485,386.355,323.661,207.121,278.242,264.222,285.181,65.3157,50.4842,46.813,0.786365,140.142,0.0,250,pion,21,1,577.989,386.355
230,0.928442,1.41157,1.17831,1.16487,1.86375,1.14939,0.723056,2.25224,1.00838,0.939858,1.07318,51.1298,62.018,74.4344,132.17,160.484,211.803,239.298,411.933,312.757,389.43,221.318,228.963,194.086,199.513,133.468,123.857,85.0397,72.6714,37.0244,39.6875,22.1643,241.153,84.2064,602.095,482.213,300.486,131.153,36.6219,124.317,250,pion,19,7,411.933,602.095
231,29.6796,1.80133,3.87136,3.21734,1.63143,1.19365,0.870188,0.95858,0.926559,1.06944,1.06743,1.17241,1.03486,2.38796,0.88855,1.89503,0.853773,1.37781,1.46922,0.988696,1.62691,1.15863,1.11604,1.47723,1.7579,1.1435,3.98524,4.35978,7.56979,89.6882,425.501,738.119,792.489,598.218,336.818,173.997,58.8662,34.0842,38.9034,14.2476,250,pion,1,5,29.6796,792.489
232,266.361,3.06535,2.29477,4.55722,1.02638,9.7526,4.27899,111.581,132.655,113.245,222.8,465.523,829.421,891.592,1022.35,1113.96,1029.92,999.632,917.26,750.989,634.389,443.136,349.988,266.639,242.99,255.091,223.88,174.641,259.448,240.974,123.282,173.385,191.94,234.319,213.534,135.264,56.8471,0.945038,0.0,0.0,250,pion,16,1,1113.96,259.448
233,18.8523,3.66058,94.3907,30.1485,54.8928,77.9556,117.372,432.266,228.251,162.648,122.858,594.485,202.247,259.651,312.573,418.547,519.25,546.556,414.234,471.108,420.974,401.434,224.537,166.49,173.02,175.867,111.633,118.463,357.747,276.978,244.641,116.993,344.558,170.236,114.524,97.9018,35.9234,10.6183,4.22776,4.16635,250,pion,12,1,594.485,357.747
234,64.9507,2.47299,1.22793,3.3333,1.2284,1.20026,1.05029,1.40783,1.16307,3.47739,10.5396,80.8208,127.086,154.927,131.176,120.937,178.522,301.923,168.231,265.63,642.842,338.101,416.137,335.724,486.164,393.301,411.546,475.75,244.736,310.566,468.328,360.612,206.053,78.6809,66.5233,20.8483,25.0125,7.1912,54.4325,1.67011,250,pion,21,3,642.842,468.328
235,115.728,2.05671,1.1876,1.58241,20.8232,7.2064,2.6117,1.90402,2.12587,13.0938,1.19221,2.64309,2.4039,1.13988,1.08527,1.31577,1.12726,0.939595,1.66314,2.00928,3.72319,19.5511,12.8506,232.028,173.934,630.289,602.624,545.036,758.383,467.015,306.007,188.231,148.635,160.935,87.6933,312.952,119.947,36.8504,2.77203,12.7041,250,pion,26,1,630.289,758.383
236,331.981,2.36351,1.16255,2.85331,2.27745,1.25764,0.816784,4.36781,7.60124,1.03576,1.6607,1.64462,1.74691,15.2324,8.51916,16.8063,18.7099,16.0275,8.83168,13.5142,7.50848,3.89678,10.2943,2.37132,15.4897,43.7071,135.949,158.174,473.157,735.041,644.825,470.711,178.883,96.4459,70.4633,254.072,8.9567,12.0049,38.2727,84.5585,250,pion,1,2,331.981,735.041
237,164.711,2.2141,0.925714,3.07825,0.804804,2.4165,0.835347,66.4056,738.97,114.434,214.99,409.522,343.978,463.084,760.244,613.665,1058.64,802.495,1069.95,813.585,869.604,725.276,679.663,720.413,648.296,622.09,634.736,442.868,393.056,123.864,65.626,42.7644,105.545,156.566,40.6734,9.51855,10.2437,1.15214,0.0,0.452067,250,pion,19,1,1069.95,393.056
238,40.0314,17.3532,14.8368,7.18962,30.6529,150.199,246.402,594.845,568.189,877.222,1009.35,1246.17,1358.3,1127.71,1129.95,804.844,901.847,644.62,612.618,440.583,361.314,284.812,384.967,202.614,234.699,321.124,190.547,98.145,104.43,37.255,70.7777,93.0863,90.0809,97.2566,25.1668,106.261,14.6671,2.47723,1.55814,3.04673,250,pion,13,8,1358.3,106.261
239,567.351,432.523,644.443,929.826,1170.77,1282.06,1202.09,1373.94,1192.57,1056.76,863.326,507.581,513.619,341.446,358.227,274.443,200.132,171.506,199.526,143.146,247.705,105.436,73.1383,45.2403,36.8792,38.4029,15.1065,19.172,100.136,92.3482,19.1988,25.0557,21.495,8.83024,12.0328,9.9023,28.0925,1.12728,2.8574,2.25987,250,pion,8,1,1373.94,100.136
240,1.72735,1.86862,0.960398,0.997654,0.7938,3.53719,2.15602,6.10097,6.74194,3.76498,4.04489,25.7759,72.0742,87.307,71.5884,98.0549,214.886,248.058,365.043,381.286,289.405,205.48,272.779,152.727,112.288,116.305,83.4021,67.7489,119.075,75.0676,331.984,689.054,770.05,546.132,274.341,127.033,130.427,23.3938,8.78437,197.829,250,pion,20,5,381.286,770.05
241,30.0588,2.44468,1.31258,4.5087,3.14593,8.30334,17.9358,77.9527,121.316,130.252,211.322,401.067,633.339,737.142,953.248,866.209,1032.21,704.546,817.895,682.715,656.883,378.925,339.555,238.935,378.364,195.248,175.029,149.62,146.715,124.935,269.174,87.9433,107.589,33.839,46.3518,62.2302,86.1275,40.1038,1.10073,1.01498,250,pion,17,3,1032.21,269.174
242,135.154,0.913052,1.10767,1.57159,1.4863,2.33697,0.0,1.42289,2.2814,1.40029,1.02635,1.3658,1.28006,0.896973,1.10838,1.23529,0.804196,1.49749,13.7386,1.18629,1.86052,1.15632,2.55506,0.828614,2.06408,2.07146,4.70744,1.27828,3.80882,79.9443,535.71,770.758,893.963,597.113,152.823,164.626,162.138,95.7004,42.5543,20.0831,250,pion,1,5,135.154,893.963
243,132.387,1.23032,1.53526,0.996722,1.34485,1.66611,2.70763,1.57376,0.74883,1.29004,1.03342,1.32736,0.739676,6.41715,0.0,1.131,1.59451,0.829963,14.3213,2.07599,2.58496,0.0,3.5355,0.709862,2.923,1.98285,8.23295,1.68797,2.65917,2.76205,3.19264,5.71586,17.7754,8.5846,12.5651,135.418,9.49706,3.30062,31.7567,411.785,250,pion,1,12,132.387,411.785
