 ,Layer,Module,Chip,Channel,Energy
935,20,65,2,58,0.957176
936,20,65,2,30,9.32061
937,20,65,2,34,18.1515
938,20,65,2,38,2.12619
939,20,65,3,34,1.41919
940,20,65,0,28,1.03959
941,20,65,0,36,1.07228
942,20,65,2,56,2.61589
943,20,65,2,0,1.57494
944,20,65,2,24,22.7115
945,20,65,2,26,9.03906
946,20,65,2,4,5.35071
947,20,65,2,2,8.0242
948,20,65,2,22,11.6955
949,20,65,2,28,5.65627
950,20,65,3,38,2.13389
951,20,65,3,18,2.5592
952,20,65,2,18,1.72243
953,20,65,2,20,8.94006
954,20,65,3,42,9.33985
955,20,65,3,52,2.33168
956,20,65,2,14,3.02232
957,20,65,2,8,4.3649
958,20,65,3,40,4.59429
959,20,65,3,46,1.14518
960,20,65,3,50,3.95393
961,20,65,3,62,11.1433
962,20,65,3,2,1.90217
963,20,65,0,12,0.876027
964,20,65,0,8,1.1279
965,20,65,1,10,1.72985
966,20,65,1,38,7.63751
967,20,65,0,2,1.54367
968,20,65,1,36,4.6412
969,20,65,2,32,1.88279
970,20,65,2,40,1.30003
971,20,65,2,62,4.65906
972,20,65,0,56,2.07129
973,20,65,2,44,0.816544
974,21,35,2,60,2.43463
975,21,35,2,30,2.69545
976,21,35,1,44,3.59094
977,21,35,2,54,5.21242
978,21,35,2,46,7.02721
979,21,35,2,32,4.57859
980,21,35,2,40,19.4939
981,21,35,1,36,5.29872
982,21,35,0,14,16.5427
983,21,35,0,16,1.25097
984,21,35,1,40,12.1963
985,21,35,1,38,1.91201
986,21,35,1,54,3.71008
987,21,35,1,32,1.47117
988,21,35,1,30,0.973222
989,21,35,1,10,2.83227
990,21,35,1,42,2.51402
991,21,35,1,56,1.07241
992,21,35,1,52,1.05424
993,21,35,1,28,6.02491
994,21,35,1,2,4.25834
995,21,35,1,46,1.04215
996,21,35,1,62,2.29549
997,21,35,1,18,0.94701
998,21,35,1,8,1.9214
999,21,35,3,6,1.23883
1000,21,35,3,14,1.6749
1001,21,35,3,26,1.01201
1002,21,35,2,18,2.60449
1003,21,35,2,20,1.07084
1004,21,35,3,38,1.54338
1005,21,35,0,48,0.925258
1006,21,35,3,36,0.947547
1007,21,35,0,28,1.0221
1008,21,35,0,36,0.89017
1009,21,35,2,24,2.82927
1010,21,35,2,26,2.26539
1011,21,35,2,52,3.0793
1012,21,35,2,44,3.39997
1013,22,36,0,52,2.15453
1014,22,36,2,60,1.44353
1015,22,36,2,58,5.21039
1016,22,36,2,30,0.739901
1017,22,36,2,34,0.998643
1018,22,36,2,38,2.4247
1019,22,36,2,0,2.58708
1020,22,36,2,24,4.79675
1021,22,36,2,26,2.83787
1022,22,36,3,32,2.42257
1023,22,36,3,30,1.86261
1024,22,36,2,4,3.36611
1025,22,36,2,2,5.25416
1026,22,36,2,22,17.4124
1027,22,36,2,28,6.04494
1028,22,36,3,38,1.27661
1029,22,36,3,28,1.50047
1030,22,36,2,18,3.56352
1031,22,36,2,20,15.8516
1032,22,36,3,42,6.42472
1033,22,36,3,24,2.14432
1034,22,36,3,16,4.95265
1035,22,36,1,0,4.63883
1036,22,36,1,56,0.917754
1037,22,36,1,54,6.0166
1038,22,36,2,48,0.879603
1039,22,36,1,36,1.51652
1040,22,36,2,12,0.938579
1041,23,44,2,60,3.06024
1042,23,44,2,46,0.804846
1043,23,44,2,40,8.59251
1044,23,44,2,48,2.01014
1045,23,44,1,54,0.978486
1046,23,44,1,30,5.11573
1047,23,44,1,10,6.63462
1048,23,44,1,56,4.03774
1049,23,44,1,28,2.27784
1050,23,44,1,4,4.26815
1051,23,44,1,62,0.989076
1052,23,44,0,44,4.08637
1053,23,44,2,20,1.00864
1054,23,44,2,28,3.59313
1055,23,44,2,22,13.6623
1056,23,44,2,0,1.22724
1057,23,44,2,26,0.644342
1058,23,44,2,52,3.5918
1059,23,44,2,44,8.13311
1060,24,51,2,58,3.64154
1061,24,51,2,30,6.25122
1062,24,51,2,34,2.57842
1063,24,51,2,56,2.28044
1064,24,51,2,26,1.19765
1065,24,51,0,30,1.89835
1066,24,51,2,6,4.19448
1067,24,51,3,28,0.423351
1068,24,51,2,20,7.18657
1069,24,51,2,14,6.26129
1070,24,51,2,8,1.31798
1071,24,51,3,40,9.13023
1072,24,51,3,44,0.854324
1073,24,51,3,0,1.66676
1074,24,51,1,30,2.24467
1075,24,51,2,32,2.35549
1076,24,51,2,40,2.84907
1077,25,142,2,36,1.55784
1078,25,142,0,40,1.30688
1079,25,142,2,34,2.65316
1080,25,142,2,32,4.69413
1081,25,142,2,40,3.71072
1082,25,142,1,36,0.997866
1083,25,142,0,16,2.03165
1084,25,142,1,30,0.877724
1085,25,142,1,28,3.94018
1086,25,142,3,56,3.74601
1087,25,142,2,8,1.12931
1088,26,143,2,60,1.55531
1089,26,143,2,38,1.08818
1090,26,143,2,24,3.01301
1091,26,143,2,2,1.22605
1092,26,143,2,22,1.53856
1093,26,143,3,38,0.962872
1094,26,143,3,58,0.578927
1095,26,143,3,62,1.00495
1096,26,143,1,52,2.36733
1097,27,145,2,36,3.69343
1098,27,145,2,32,2.6228
1099,27,145,1,32,0.543269
1100,27,145,1,12,6.25193
1101,27,145,1,24,0.302068
1102,27,145,3,28,1.06522
1103,27,145,2,4,0.368666
1104,27,145,2,24,0.633479
1105,28,144,2,36,1.57415
1106,28,144,0,24,1.87584
1107,28,144,2,4,0.670987
1108,28,144,2,22,1.12175
1109,28,144,3,46,0.850189
1110,28,144,3,2,0.463648
1111,28,144,1,10,13.0509
1112,28,144,0,62,0.292115
1113,28,144,2,50,5.65008
1114,28,144,0,10,0.344881
1115,28,144,2,44,1.22359
1116,29,96,2,58,7.00301
1117,29,96,0,44,1.2076
1118,29,96,3,14,1.62786
1119,29,98,3,28,1.12658
1120,29,98,0,44,1.12693
1121,29,115,3,42,1.26463
1122,30,122,3,28,0.723671
1123,30,104,0,44,0.719457
1124,30,34,1,6,0.571681
1125,31,94,0,44,0.878864
1126,31,121,3,28,0.980109
1127,32,109,0,44,0.894893
1128,32,109,3,28,1.07486
1129,32,124,0,44,1.75222
1130,32,107,3,28,0.710549
1131,33,136,0,44,2.18476
1132,33,137,0,44,3.63564
1133,33,137,3,28,1.48511
1134,33,147,2,56,0.621656
1135,33,147,0,44,0.977739
1136,33,147,3,54,0.404146
1137,33,147,1,52,0.683517
1138,33,138,0,0,0.492048
1139,33,140,0,44,2.14085
1140,33,140,3,36,0.556978
1141,33,137,3,20,0.573071
1142,34,133,3,4,0.587742
1143,34,130,0,44,5.02604
1144,34,146,0,38,0.504905
1145,34,146,2,34,0.503432
1146,34,146,2,38,0.570517
1147,34,146,1,30,0.349704
1148,34,146,1,0,0.731795
1149,34,146,1,18,0.560305
1150,34,146,2,52,0.709573
1151,35,127,3,28,0.623482
1152,35,128,0,44,0.790466
1153,35,128,3,28,0.928396
1154,35,125,0,44,6.51423
1155,35,125,3,22,1.49602
1156,35,135,3,28,0.854261
1157,36,53,0,38,0.477004
1158,36,38,0,36,0.338211
1159,36,38,3,28,1.23675
1160,36,38,1,4,1.15486
1161,36,38,0,8,0.852738
1162,36,39,3,46,0.481512
1163,36,48,3,22,0.340794
1164,36,48,3,28,1.13007
1165,36,46,3,28,0.670124
1166,36,46,0,44,0.734076
1167,36,38,1,22,0.352674
1168,37,71,3,28,2.28097
1169,37,71,2,40,0.481048
1170,37,63,0,22,0.50812
1171,37,63,2,0,0.474296
1172,37,63,2,26,0.297676
1173,38,62,0,44,1.02878
1174,40,43,0,32,0.477966
1175,40,43,0,44,0.965885
